matchkey_skill_norm,example_original,freq_candidates,freq_jobs,freq_total,source,match_type,esco_uri,esco_preferred_label,similarity,best_candidate_below_threshold
realidad virtual,Realidad Virtual,0,1,1,job,none,,,0.5001,develop virtual game engine
ventas,ventas,0,1,1,job,none,,,0.2576,ventilation systems
salario 9€/hora + incentivos,Salario 9€/hora + incentivos,0,1,1,job,none,,,0.3608,determine salaries
trabajo con publico,Trabajo con público,0,1,1,job,none,,,0.5024,public law
entrepreneurial,Entrepreneurial,0,1,1,job,contains,http://data.europa.eu/esco/skill/bdcf429c-5ccf-4c3d-bb61-4c987573a35e,show entrepreneurial spirit,0.3333,
autonomous,Autonomous,0,1,1,job,none,,,0.6749,perform manual work autonomously
team management,Team management,0,1,1,job,contains,http://data.europa.eu/esco/skill/991efbde-9d52-40f7-8d4a-dc40d13913a7,lead a team in water management,0.3333,
ai-102 certification,AI-102 certification,0,1,1,job,none,,,0.6286,compile airport certification manuals
ai-900 certification,AI-900 certification,0,1,1,job,none,,,0.6069,compile airport certification manuals
"ai model development (hugging face, openai, claude)","AI model development (Hugging Face, OpenAI, Claude)",0,1,1,job,none,,,0.3718,develop models
formacion y desarrollo profesional,Formación y desarrollo profesional,0,1,1,job,none,,,0.3327,manage personal professional development
programa de bienestar fisico y emocional,Programa de bienestar físico y emocional,0,1,1,job,none,,,0.2589,use functional programming
"plan retributivo flexible (tarjeta de comida, seguro medico privado, tickets guarderia)","Plan retributivo flexible (tarjeta de comida, seguro médico privado, tickets guardería)",0,1,1,job,none,,,0.3292,sell tickets
cloud governance,Cloud Governance,0,1,1,job,none,,,0.5705,internet governance
trato con el publico,trato con el público,0,1,1,job,none,,,0.5047,public law
pasion por videojuegos,pasión por videojuegos,0,1,1,job,none,,,0.3543,operate video equipment
pasion por tecnologia,pasión por tecnología,0,1,1,job,none,,,0.2832,textile technologies
soft hybrid work (3 days/month in co-work offices),Soft Hybrid Work (3 days/month in Co-Work offices),0,1,1,job,none,,,0.4827,Hybrid model
paid time off: 25 days/year,Paid Time Off: 25 days/year,0,1,1,job,none,,,0.3989,manage time
excellent verbal and written communication,Excellent verbal and written communication,0,1,1,job,none,,,0.4794,communication
cambio y calibrado de herramientas,Cambio y calibrado de herramientas,0,1,1,job,none,,,0.4048,calibrate engines
uso de equipos de metrologia,Uso de equipos de metrología,0,1,1,job,none,,,0.6862,metrology
interpretacion de planos tecnicos,Interpretación de planos técnicos,0,1,1,job,none,,,0.509,interpret 3D plans
buen ambiente de trabajo,Buen ambiente de trabajo,0,1,1,job,none,,,0.1439,transfer patients to and from ambulance vehicles
desarrollo de habilidades tecnicas dentro de un entorno innovador y creativo,Desarrollo de habilidades técnicas dentro de un entorno innovador y creativo,0,1,1,job,none,,,0.2944,create innovative desserts
horario y condiciones laborales flexibles,Horario y condiciones laborales flexibles,0,1,1,job,none,,,0.3781,perform services in a flexible manner
contrato indefinido a jornada completa,Contrato indefinido a jornada completa,0,1,1,job,none,,,0.3216,review completed contracts
apis restful,APIs RESTful,0,1,1,job,none,,,0.1846,assist physiotherapists
cultura de feedback y aprendizaje continuo,Cultura de feedback y aprendizaje continuo,0,1,1,job,none,,,0.5392,manage feedback
trabajo flexible,Trabajo flexible,0,1,1,job,none,,,0.6154,perform services in a flexible manner
feedback,Feedback,0,1,1,job,contains,http://data.europa.eu/esco/skill/08e2ff26-88ff-47b5-9d37-d19ace01b075,manage feedback,0.5,
conocimientos en ia generativa,conocimientos en IA generativa,0,1,1,job,none,,,0.3611,set up generators
tutoria en teleformacion,tutoría en teleformación,0,1,1,job,none,,,0.3675,tutor students
"igualdad de oportunidades, diversidad e inclusion","Igualdad de oportunidades, diversidad e inclusión",0,1,1,job,none,,,0.4623,promote inclusion
smart working budget,Smart working budget,0,1,1,job,none,,,0.4476,budget set costs
innovative,Innovative,0,1,1,job,contains,http://data.europa.eu/esco/skill/ae8fc9d3-8940-4e5a-ac9f-4a42498cd7b5,create innovative desserts,0.3333,
plan de pensiones a partir del 2.o mes,Plan de pensiones a partir del 2.º mes,0,1,1,job,none,,,0.4399,types of pensions
seguro colectivo de vida,Seguro colectivo de vida,0,1,1,job,none,,,0.202,art collections
acceso a la red de centros medicos de seat,Acceso a la red de centros médicos de SEAT,0,1,1,job,none,,,0.2387,person centred care
servicio de comedor subvencionado,Servicio de comedor subvencionado,0,1,1,job,none,,,0.2284,sell services
modelo de trabajo mixto (2 dias teletrabajo por semana),Modelo de trabajo mixto (2 días teletrabajo por semana),0,1,1,job,none,,,0.2423,semantics
transporte colectivo a centros de trabajo,Transporte colectivo a centros de trabajo,0,1,1,job,none,,,0.4068,transport fish
german,German,0,1,1,job,exact,http://data.europa.eu/esco/skill/4812a4ea-dc55-4dc6-b9b0-4a59bba2c647,German,1.0,
habilidades de comunicacion,Habilidades de comunicación,0,1,1,job,none,,,0.276,rehabilitation
uso de crewai,Uso de CrewAI,0,1,1,job,none,,,0.2966,supervise crew
uso de langchain,Uso de LangChain,0,1,1,job,none,,,0.4991,types of chain
desarrollo de pipelines rag,Desarrollo de pipelines RAG,0,1,1,job,none,,,0.575,types of pipelines
diseno de arquitectura de software,Diseño de arquitectura de software,0,1,1,job,none,,,0.4872,define software architecture
motivada,Motivada,0,1,1,job,none,,,0.572,motivate in sports
cnc,CNC,0,1,1,job,contains,http://data.europa.eu/esco/skill/bf942c60-8539-4951-83ee-63f770da1cb8,program a CNC controller,0.25,
programacion cnc,Programación CNC,0,1,1,job,none,,,0.5442,program a CNC controller
introduccion de correctores a maquinas cnc,Introducción de correctores a máquinas CNC,0,1,1,job,none,,,0.3203,correctional procedures
vehicle purchase discounts,Vehicle purchase discounts,0,1,1,job,none,,,0.5102,purchase music
holiday bonus 1%,Holiday bonus 1%,0,1,1,job,none,,,0.1719,apply a holistic approach in care
profit sharing,Profit sharing,0,1,1,job,none,,,0.3346,manage profitability
variable pay 6%,Variable pay 6%,0,1,1,job,none,,,0.2734,promote equal pay
ability to simplify complex concepts,Ability to simplify complex concepts,0,1,1,job,none,,,0.3849,simplify communication in maritime management
knowledge sharing,Knowledge sharing,0,1,1,job,none,,,0.6853,assess ICT knowledge
coordination,coordination,0,1,1,job,fuzzy,http://data.europa.eu/esco/skill/71480db1-a706-47f9-952f-bdc5036e3df3,coordinate care,0.7177,
coordinacion de equipos,Coordinación de equipos,0,1,1,job,none,,,0.5281,coordinate care
gestion de servidores mcp,Gestión de servidores MCP,0,1,1,job,none,,,0.2986,hand gestures
integracion con apis,Integración con APIs,0,1,1,job,none,,,0.4368,ICT system integration
uso de autogen,Uso de AutoGen,0,1,1,job,none,,,0.2638,work with hot nitrogen
acceso a certificaciones y partners tecnologicos,Acceso a certificaciones y partners tecnológicos,0,1,1,job,none,,,0.3572,liaise with cultural partners
actividades y descuentos para empleados,Actividades y descuentos para empleados,0,1,1,job,none,,,0.1943,rescue animals
formacion continua a traves de plataforma interna de learning,Formación continua a través de plataforma interna de Learning,0,1,1,job,none,,,0.2966,provide learning support
posibilidad de prestamo personal a partir del segundo ano,Posibilidad de préstamo personal a partir del segundo año,0,1,1,job,none,,,0.3183,personal development
descuentos en compra y leasing de vehiculos seat,Descuentos en compra y leasing de vehículos SEAT,0,1,1,job,none,,,0.3745,leasing process
jornada intensiva verano (15 junio - 15 septiembre),Jornada intensiva verano (15 junio - 15 septiembre),0,1,1,job,none,,,0.2867,intensive care medicine
jornada intensiva los viernes,Jornada intensiva los viernes,0,1,1,job,none,,,0.3339,intensive care medicine
acceso a plataforma online de formacion,Acceso a plataforma online de formación,0,1,1,job,none,,,0.4346,search for information online
plan de acogida y seguimiento con evaluaciones 360,Plan de acogida y seguimiento con evaluaciones 360,0,1,1,job,none,,,0.2969,evaluate project plans
flexibilidad horaria de entrada y comida,Flexibilidad horaria de entrada y comida,0,1,1,job,none,,,0.2608,perform services in a flexible manner
analytical,analytical,0,1,1,job,contains,http://data.europa.eu/esco/skill/1b61166d-0495-4f16-aff0-f564d3a8afb3,analytical chemistry,0.5,
organized,organized,0,1,1,job,none,,,0.3478,use personal organization software
ai text apis,AI text APIs,0,1,1,job,none,,,0.3236,proofread text
10 rtt days,10 RTT days,0,1,1,job,none,,,0.2391,carry out end of day accounts
meal tickets (10€),Meal tickets (10€),0,1,1,job,fuzzy,http://data.europa.eu/esco/skill/2d823e3d-7b19-46d9-88a8-31bacac76a5d,sell tickets,0.7548,
internal mobility every 3 years,Internal mobility every 3 years,0,1,1,job,none,,,0.4442,mobility disability
career development plan,Career development plan,0,1,1,job,none,,,0.5212,advise on career
training plan,Training plan,0,1,1,job,none,,,0.6518,provide training
it equipment + internet allowance,IT equipment + internet allowance,0,1,1,job,none,,,0.4087,use internet chat
remote work (2 days office),Remote work (2 days office),0,1,1,job,none,,,0.3739,office equipment
gift vouchers (200-400€),Gift vouchers (200-400€),0,1,1,job,none,,,0.2402,support gifted students
bitbucket,Bitbucket,0,1,1,job,none,,,0.452,operate bucket wheel excavator
insurance sector experience,Insurance sector experience,0,1,1,job,none,,,0.5776,use experience map
banking sector experience,Banking sector experience,0,1,1,job,none,,,0.5732,monitor banking sector development
ai libraries (langchain),AI libraries (LangChain),0,1,1,job,none,,,0.6179,use software libraries
software engineering best practices (solid),Software engineering best practices (SOLID),0,1,1,job,none,,,0.4626,food engineering
git (version control),Git (version control),0,1,1,job,none,,,0.4289,guide conversion
python (advanced),Python (advanced),0,1,1,job,none,,,0.4682,Python (computer programming)
formaciones e iniciativas de desarrollo tecnico,Formaciones e iniciativas de desarrollo técnico,0,1,1,job,none,,,0.1514,provide advice to technicians
"programa de wellbeing (descuentos en gimnasios, fisioterapia, torneos, fruta)","Programa de Wellbeing (descuentos en gimnasios, fisioterapia, torneos, fruta)",0,1,1,job,none,,,0.3243,support children's wellbeing
modelo hibrido (hasta 60% remoto),Modelo híbrido (hasta 60% remoto),0,1,1,job,none,,,0.2803,data models
vision analitica,Visión analítica,0,1,1,job,none,,,0.331,Havok Vision
voice ai,Voice AI,0,1,1,job,none,,,0.61,work with a voice coach
confidencialidad,Confidencialidad,0,1,1,job,none,,,0.6066,show confidence
ofimatica avanzada,Ofimática avanzada,0,1,1,job,none,,,0.3212,Informatica PowerCenter
fruta en oficina,Fruta en oficina,0,1,1,job,none,,,0.2191,test medicinal products
modelo de trabajo hibrido,Modelo de trabajo híbrido,0,1,1,job,none,,,0.318,Hybrid model
procesamiento de voz,Procesamiento de voz,0,1,1,job,none,,,0.3043,process data
procesamiento de imagen,Procesamiento de imagen,0,1,1,job,none,,,0.3051,analyse images
procesamiento de lenguaje natural,Procesamiento de lenguaje natural,0,1,1,job,none,,,0.5414,natural language processing
asistentes cognitivos,Asistentes cognitivos,0,1,1,job,none,,,0.5145,cognitive psychology
training and development,Training and development,0,1,1,job,none,,,0.5642,develop training programmes
flexible compensation,Flexible compensation,0,1,1,job,none,,,0.4889,perform services in a flexible manner
wellbeing program,Wellbeing program,0,1,1,job,none,,,0.568,support children's wellbeing
27 vacation days,27 vacation days,0,1,1,job,none,,,0.2309,medication classification
hybrid work (up to 60% remote),Hybrid work (up to 60% remote),0,1,1,job,none,,,0.6336,Hybrid model
oportunidad de crecimiento dentro del equipo,Oportunidad de crecimiento dentro del equipo,0,1,1,job,none,,,0.2956,identify opportunities
entendimiento de procesos de negocio,Entendimiento de procesos de negocio,0,1,1,job,none,,,0.1953,design process
creacion de bots de atencion automatica,Creación de bots de atención automática,0,1,1,job,none,,,0.3931,drive automatic car
experiencia en saas,Experiencia en SaaS,0,1,1,job,none,,,0.5256,use experience map
experiencia en startups,Experiencia en startups,0,1,1,job,none,,,0.5188,use experience map
conexion de apis,Conexión de APIs,0,1,1,job,none,,,0.448,reflexion
integracion de crm,Integración de CRM,0,1,1,job,none,,,0.5061,integrate ICT data
long-term collaboration opportunities,Long-term collaboration opportunities,0,1,1,job,none,,,0.5048,identify opportunities
"ai services (elevenlabs, openai, whisper)","AI services (ElevenLabs, OpenAI, Whisper)",0,1,1,job,none,,,0.3538,sell services
posibilidad de colaboracion a largo plazo y crecimiento,Posibilidad de colaboración a largo plazo y crecimiento,0,1,1,job,none,,,0.1876,advise client on technical possibilities
automation flow design,Automation flow design,0,1,1,job,none,,,0.682,design automation components
participation in innovative ai projects,Participation in innovative AI projects,0,1,1,job,none,,,0.4823,innovation processes
career growth,Career growth,0,1,1,job,none,,,0.5167,advise on career
participation in real ai projects,Participation in real AI projects,0,1,1,job,none,,,0.4507,organise participation in international events
saas product development,SaaS product development,0,1,1,job,none,,,0.5287,monitor production developments
participacion en proyectos de ia aplicada,participación en proyectos de IA aplicada,0,1,1,job,none,,,0.3678,participate in sport events
saas startup experience,SaaS startup experience,0,1,1,job,none,,,0.5401,use experience map
gestion de tiempos,Gestión de tiempos,0,1,1,job,none,,,0.2887,hand gestures
alta motivacion,Alta motivación,0,1,1,job,none,,,0.465,motivate in sports
hablar en publico,Hablar en público,0,1,1,job,none,,,0.4993,public law
comunicacion e influencia,Comunicación e influencia,0,1,1,job,none,,,0.4823,influence legislators
"entorno cloud (iaas, paas, caas, saas)","Entorno Cloud (IaaS, PaaS, CaaS, SaaS)",0,1,1,job,none,,,0.3259,cloud technologies
series temporales,Series temporales,0,1,1,job,none,,,0.3569,place temporary road signage
desarrollo de flujos de automatizacion,Desarrollo de flujos de automatización,0,1,1,job,none,,,0.4104,building automation
uso y conexion de apis,Uso y conexión de APIs,0,1,1,job,none,,,0.444,reflexion
"integracion de servicios de voz o texto basados en ia (elevenlabs, openai, whisper)","Integración de servicios de voz o texto basados en IA (ElevenLabs, OpenAI, Whisper)",0,1,1,job,none,,,0.2677,SQL Server Integration Services
"python (requests, apis rest)","Python (requests, APIs REST)",0,1,1,job,none,,,0.4009,Python (computer programming)
n8n (or make / integromat / zapier) advanced,n8n (or Make / Integromat / Zapier) advanced,0,1,1,job,none,,,0.418,plan advanced nursing care
formar parte de una startup en expansion,Formar parte de una startup en expansión,0,1,1,job,none,,,0.433,caulk expansion joints
bot creation,bot creation,0,1,1,job,none,,,0.4209,pose for artistic creation
ai voice/text integration,AI voice/text integration,0,1,1,job,none,,,0.5076,ICT system integration
participacion en productos innovadores,participación en productos innovadores,0,1,1,job,none,,,0.3623,participate in technical aspects of the production
flexibilidad horario,flexibilidad horario,0,1,1,job,none,,,0.3404,perform services in a flexible manner
bots development,Bots development,0,1,1,job,none,,,0.5404,advise on mine development
participation in innovative product development,participation in innovative product development,0,1,1,job,none,,,0.5885,participate in the development of new food products
text ai integration,text AI integration,0,1,1,job,none,,,0.5966,ICT system integration
